sub_path,target_image
../../../../Datasets/images/preprocessed_image\B\B340.jpg,1.0
../../../../Datasets/images/preprocessed_image\nothing\nothing854.jpg,26.0
../../../../Datasets/images/preprocessed_image\A\A185.jpg,0.0
../../../../Datasets/images/preprocessed_image\V\V995.jpg,21.0
../../../../Datasets/images/preprocessed_image\O\O175.jpg,14.0
../../../../Datasets/images/preprocessed_image\T\T193.jpg,19.0
../../../../Datasets/images/preprocessed_image\M\M949.jpg,12.0
../../../../Datasets/images/preprocessed_image\B\B844.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y504.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J948.jpg,9.0
../../../../Datasets/images/preprocessed_image\P\P247.jpg,15.0
../../../../Datasets/images/preprocessed_image\O\O116.jpg,14.0
../../../../Datasets/images/preprocessed_image\I\I819.jpg,8.0
../../../../Datasets/images/preprocessed_image\T\T161.jpg,19.0
../../../../Datasets/images/preprocessed_image\P\P955.jpg,15.0
../../../../Datasets/images/preprocessed_image\B\B868.jpg,1.0
../../../../Datasets/images/preprocessed_image\C\C157.jpg,2.0
../../../../Datasets/images/preprocessed_image\G\G708.jpg,6.0
../../../../Datasets/images/preprocessed_image\B\B298.jpg,1.0
../../../../Datasets/images/preprocessed_image\Q\Q485.jpg,16.0
../../../../Datasets/images/preprocessed_image\N\N29.jpg,13.0
../../../../Datasets/images/preprocessed_image\U\U676.jpg,20.0
../../../../Datasets/images/preprocessed_image\O\O783.jpg,14.0
../../../../Datasets/images/preprocessed_image\D\D349.jpg,3.0
../../../../Datasets/images/preprocessed_image\E\E171.jpg,4.0
../../../../Datasets/images/preprocessed_image\N\N201.jpg,13.0
../../../../Datasets/images/preprocessed_image\D\D726.jpg,3.0
../../../../Datasets/images/preprocessed_image\S\S912.jpg,18.0
../../../../Datasets/images/preprocessed_image\B\B62.jpg,1.0
../../../../Datasets/images/preprocessed_image\H\H258.jpg,7.0
../../../../Datasets/images/preprocessed_image\U\U246.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D437.jpg,3.0
../../../../Datasets/images/preprocessed_image\T\T729.jpg,19.0
../../../../Datasets/images/preprocessed_image\S\S853.jpg,18.0
../../../../Datasets/images/preprocessed_image\R\R218.jpg,17.0
../../../../Datasets/images/preprocessed_image\M\M516.jpg,12.0
../../../../Datasets/images/preprocessed_image\X\X887.jpg,23.0
../../../../Datasets/images/preprocessed_image\N\N331.jpg,13.0
../../../../Datasets/images/preprocessed_image\E\E746.jpg,4.0
../../../../Datasets/images/preprocessed_image\V\V115.jpg,21.0
../../../../Datasets/images/preprocessed_image\W\W170.jpg,22.0
../../../../Datasets/images/preprocessed_image\K\K242.jpg,10.0
../../../../Datasets/images/preprocessed_image\P\P882.jpg,15.0
../../../../Datasets/images/preprocessed_image\D\D255.jpg,3.0
../../../../Datasets/images/preprocessed_image\D\D743.jpg,3.0
../../../../Datasets/images/preprocessed_image\Q\Q486.jpg,16.0
../../../../Datasets/images/preprocessed_image\V\V436.jpg,21.0
../../../../Datasets/images/preprocessed_image\G\G757.jpg,6.0
../../../../Datasets/images/preprocessed_image\A\A307.jpg,0.0
../../../../Datasets/images/preprocessed_image\Z\Z152.jpg,25.0
../../../../Datasets/images/preprocessed_image\S\S986.jpg,18.0
../../../../Datasets/images/preprocessed_image\A\A612.jpg,0.0
../../../../Datasets/images/preprocessed_image\B\B724.jpg,1.0
../../../../Datasets/images/preprocessed_image\K\K485.jpg,10.0
../../../../Datasets/images/preprocessed_image\P\P853.jpg,15.0
../../../../Datasets/images/preprocessed_image\Z\Z969.jpg,25.0
../../../../Datasets/images/preprocessed_image\R\R707.jpg,17.0
../../../../Datasets/images/preprocessed_image\A\A394.jpg,0.0
../../../../Datasets/images/preprocessed_image\X\X873.jpg,23.0
../../../../Datasets/images/preprocessed_image\Y\Y962.jpg,24.0
../../../../Datasets/images/preprocessed_image\M\M529.jpg,12.0
../../../../Datasets/images/preprocessed_image\P\P520.jpg,15.0
../../../../Datasets/images/preprocessed_image\X\X996.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S172.jpg,18.0
../../../../Datasets/images/preprocessed_image\N\N74.jpg,13.0
../../../../Datasets/images/preprocessed_image\R\R59.jpg,17.0
../../../../Datasets/images/preprocessed_image\R\R439.jpg,17.0
../../../../Datasets/images/preprocessed_image\X\X731.jpg,23.0
../../../../Datasets/images/preprocessed_image\H\H467.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V284.jpg,21.0
../../../../Datasets/images/preprocessed_image\Z\Z41.jpg,25.0
../../../../Datasets/images/preprocessed_image\D\D789.jpg,3.0
../../../../Datasets/images/preprocessed_image\R\R3.jpg,17.0
../../../../Datasets/images/preprocessed_image\O\O268.jpg,14.0
../../../../Datasets/images/preprocessed_image\Y\Y767.jpg,24.0
../../../../Datasets/images/preprocessed_image\Q\Q309.jpg,16.0
../../../../Datasets/images/preprocessed_image\X\X210.jpg,23.0
../../../../Datasets/images/preprocessed_image\X\X958.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S757.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G378.jpg,6.0
../../../../Datasets/images/preprocessed_image\V\V294.jpg,21.0
../../../../Datasets/images/preprocessed_image\N\N852.jpg,13.0
../../../../Datasets/images/preprocessed_image\P\P157.jpg,15.0
../../../../Datasets/images/preprocessed_image\L\L957.jpg,11.0
../../../../Datasets/images/preprocessed_image\P\P483.jpg,15.0
../../../../Datasets/images/preprocessed_image\E\E817.jpg,4.0
../../../../Datasets/images/preprocessed_image\D\D524.jpg,3.0
../../../../Datasets/images/preprocessed_image\P\P361.jpg,15.0
../../../../Datasets/images/preprocessed_image\R\R991.jpg,17.0
../../../../Datasets/images/preprocessed_image\G\G120.jpg,6.0
../../../../Datasets/images/preprocessed_image\W\W776.jpg,22.0
../../../../Datasets/images/preprocessed_image\Q\Q206.jpg,16.0
../../../../Datasets/images/preprocessed_image\D\D259.jpg,3.0
../../../../Datasets/images/preprocessed_image\U\U434.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N308.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B954.jpg,1.0
../../../../Datasets/images/preprocessed_image\nothing\nothing253.jpg,26.0
../../../../Datasets/images/preprocessed_image\H\H294.jpg,7.0
../../../../Datasets/images/preprocessed_image\D\D48.jpg,3.0
../../../../Datasets/images/preprocessed_image\V\V627.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I587.jpg,8.0
../../../../Datasets/images/preprocessed_image\D\D328.jpg,3.0
../../../../Datasets/images/preprocessed_image\H\H729.jpg,7.0
../../../../Datasets/images/preprocessed_image\K\K897.jpg,10.0
../../../../Datasets/images/preprocessed_image\W\W647.jpg,22.0
../../../../Datasets/images/preprocessed_image\nothing\nothing977.jpg,26.0
../../../../Datasets/images/preprocessed_image\H\H892.jpg,7.0
../../../../Datasets/images/preprocessed_image\W\W883.jpg,22.0
../../../../Datasets/images/preprocessed_image\K\K452.jpg,10.0
../../../../Datasets/images/preprocessed_image\Y\Y255.jpg,24.0
../../../../Datasets/images/preprocessed_image\K\K120.jpg,10.0
../../../../Datasets/images/preprocessed_image\U\U759.jpg,20.0
../../../../Datasets/images/preprocessed_image\T\T318.jpg,19.0
../../../../Datasets/images/preprocessed_image\H\H264.jpg,7.0
../../../../Datasets/images/preprocessed_image\Z\Z582.jpg,25.0
../../../../Datasets/images/preprocessed_image\B\B772.jpg,1.0
../../../../Datasets/images/preprocessed_image\P\P239.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M729.jpg,12.0
../../../../Datasets/images/preprocessed_image\L\L468.jpg,11.0
../../../../Datasets/images/preprocessed_image\S\S916.jpg,18.0
../../../../Datasets/images/preprocessed_image\S\S615.jpg,18.0
../../../../Datasets/images/preprocessed_image\B\B940.jpg,1.0
../../../../Datasets/images/preprocessed_image\X\X311.jpg,23.0
../../../../Datasets/images/preprocessed_image\Y\Y353.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V711.jpg,21.0
../../../../Datasets/images/preprocessed_image\D\D290.jpg,3.0
../../../../Datasets/images/preprocessed_image\I\I229.jpg,8.0
../../../../Datasets/images/preprocessed_image\M\M741.jpg,12.0
../../../../Datasets/images/preprocessed_image\W\W702.jpg,22.0
../../../../Datasets/images/preprocessed_image\nothing\nothing978.jpg,26.0
../../../../Datasets/images/preprocessed_image\W\W178.jpg,22.0
../../../../Datasets/images/preprocessed_image\D\D870.jpg,3.0
../../../../Datasets/images/preprocessed_image\Y\Y692.jpg,24.0
../../../../Datasets/images/preprocessed_image\W\W974.jpg,22.0
../../../../Datasets/images/preprocessed_image\O\O20.jpg,14.0
../../../../Datasets/images/preprocessed_image\Q\Q672.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U866.jpg,20.0
../../../../Datasets/images/preprocessed_image\E\E908.jpg,4.0
../../../../Datasets/images/preprocessed_image\L\L820.jpg,11.0
../../../../Datasets/images/preprocessed_image\K\K892.jpg,10.0
../../../../Datasets/images/preprocessed_image\nothing\nothing33.jpg,26.0
../../../../Datasets/images/preprocessed_image\C\C338.jpg,2.0
../../../../Datasets/images/preprocessed_image\L\L353.jpg,11.0
../../../../Datasets/images/preprocessed_image\P\P788.jpg,15.0
../../../../Datasets/images/preprocessed_image\X\X609.jpg,23.0
../../../../Datasets/images/preprocessed_image\H\H870.jpg,7.0
../../../../Datasets/images/preprocessed_image\T\T227.jpg,19.0
../../../../Datasets/images/preprocessed_image\H\H157.jpg,7.0
../../../../Datasets/images/preprocessed_image\L\L843.jpg,11.0
../../../../Datasets/images/preprocessed_image\Z\Z15.jpg,25.0
../../../../Datasets/images/preprocessed_image\C\C906.jpg,2.0
../../../../Datasets/images/preprocessed_image\P\P424.jpg,15.0
../../../../Datasets/images/preprocessed_image\F\F996.jpg,5.0
../../../../Datasets/images/preprocessed_image\R\R26.jpg,17.0
../../../../Datasets/images/preprocessed_image\D\D921.jpg,3.0
../../../../Datasets/images/preprocessed_image\I\I913.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V341.jpg,21.0
../../../../Datasets/images/preprocessed_image\Y\Y895.jpg,24.0
../../../../Datasets/images/preprocessed_image\R\R29.jpg,17.0
../../../../Datasets/images/preprocessed_image\B\B547.jpg,1.0
../../../../Datasets/images/preprocessed_image\Y\Y956.jpg,24.0
../../../../Datasets/images/preprocessed_image\P\P928.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q836.jpg,16.0
../../../../Datasets/images/preprocessed_image\N\N938.jpg,13.0
../../../../Datasets/images/preprocessed_image\Y\Y501.jpg,24.0
../../../../Datasets/images/preprocessed_image\S\S102.jpg,18.0
../../../../Datasets/images/preprocessed_image\X\X488.jpg,23.0
../../../../Datasets/images/preprocessed_image\K\K460.jpg,10.0
../../../../Datasets/images/preprocessed_image\D\D61.jpg,3.0
../../../../Datasets/images/preprocessed_image\D\D400.jpg,3.0
../../../../Datasets/images/preprocessed_image\K\K974.jpg,10.0
../../../../Datasets/images/preprocessed_image\V\V586.jpg,21.0
../../../../Datasets/images/preprocessed_image\G\G442.jpg,6.0
../../../../Datasets/images/preprocessed_image\Q\Q258.jpg,16.0
../../../../Datasets/images/preprocessed_image\S\S596.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P61.jpg,15.0
../../../../Datasets/images/preprocessed_image\B\B188.jpg,1.0
../../../../Datasets/images/preprocessed_image\E\E17.jpg,4.0
../../../../Datasets/images/preprocessed_image\J\J744.jpg,9.0
../../../../Datasets/images/preprocessed_image\I\I23.jpg,8.0
../../../../Datasets/images/preprocessed_image\U\U902.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N603.jpg,13.0
../../../../Datasets/images/preprocessed_image\F\F179.jpg,5.0
../../../../Datasets/images/preprocessed_image\G\G354.jpg,6.0
../../../../Datasets/images/preprocessed_image\F\F393.jpg,5.0
../../../../Datasets/images/preprocessed_image\B\B95.jpg,1.0
../../../../Datasets/images/preprocessed_image\A\A774.jpg,0.0
../../../../Datasets/images/preprocessed_image\G\G106.jpg,6.0
../../../../Datasets/images/preprocessed_image\A\A280.jpg,0.0
../../../../Datasets/images/preprocessed_image\U\U460.jpg,20.0
../../../../Datasets/images/preprocessed_image\D\D374.jpg,3.0
../../../../Datasets/images/preprocessed_image\V\V722.jpg,21.0
../../../../Datasets/images/preprocessed_image\U\U253.jpg,20.0
../../../../Datasets/images/preprocessed_image\N\N97.jpg,13.0
../../../../Datasets/images/preprocessed_image\O\O488.jpg,14.0
../../../../Datasets/images/preprocessed_image\M\M840.jpg,12.0
../../../../Datasets/images/preprocessed_image\C\C178.jpg,2.0
../../../../Datasets/images/preprocessed_image\V\V410.jpg,21.0
../../../../Datasets/images/preprocessed_image\X\X978.jpg,23.0
../../../../Datasets/images/preprocessed_image\N\N95.jpg,13.0
../../../../Datasets/images/preprocessed_image\S\S290.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G713.jpg,6.0
../../../../Datasets/images/preprocessed_image\W\W128.jpg,22.0
../../../../Datasets/images/preprocessed_image\O\O909.jpg,14.0
../../../../Datasets/images/preprocessed_image\L\L946.jpg,11.0
../../../../Datasets/images/preprocessed_image\R\R182.jpg,17.0
../../../../Datasets/images/preprocessed_image\X\X834.jpg,23.0
../../../../Datasets/images/preprocessed_image\V\V706.jpg,21.0
../../../../Datasets/images/preprocessed_image\H\H470.jpg,7.0
../../../../Datasets/images/preprocessed_image\W\W533.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N422.jpg,13.0
../../../../Datasets/images/preprocessed_image\B\B630.jpg,1.0
../../../../Datasets/images/preprocessed_image\P\P904.jpg,15.0
../../../../Datasets/images/preprocessed_image\T\T347.jpg,19.0
../../../../Datasets/images/preprocessed_image\G\G198.jpg,6.0
../../../../Datasets/images/preprocessed_image\D\D418.jpg,3.0
../../../../Datasets/images/preprocessed_image\Y\Y311.jpg,24.0
../../../../Datasets/images/preprocessed_image\Z\Z316.jpg,25.0
../../../../Datasets/images/preprocessed_image\A\A680.jpg,0.0
../../../../Datasets/images/preprocessed_image\N\N120.jpg,13.0
../../../../Datasets/images/preprocessed_image\P\P896.jpg,15.0
../../../../Datasets/images/preprocessed_image\J\J316.jpg,9.0
../../../../Datasets/images/preprocessed_image\N\N254.jpg,13.0
../../../../Datasets/images/preprocessed_image\E\E51.jpg,4.0
../../../../Datasets/images/preprocessed_image\V\V109.jpg,21.0
../../../../Datasets/images/preprocessed_image\U\U296.jpg,20.0
../../../../Datasets/images/preprocessed_image\nothing\nothing366.jpg,26.0
../../../../Datasets/images/preprocessed_image\F\F30.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T458.jpg,19.0
../../../../Datasets/images/preprocessed_image\H\H858.jpg,7.0
../../../../Datasets/images/preprocessed_image\V\V561.jpg,21.0
../../../../Datasets/images/preprocessed_image\N\N111.jpg,13.0
../../../../Datasets/images/preprocessed_image\Y\Y485.jpg,24.0
../../../../Datasets/images/preprocessed_image\J\J163.jpg,9.0
../../../../Datasets/images/preprocessed_image\X\X398.jpg,23.0
../../../../Datasets/images/preprocessed_image\K\K30.jpg,10.0
../../../../Datasets/images/preprocessed_image\Z\Z574.jpg,25.0
../../../../Datasets/images/preprocessed_image\Q\Q632.jpg,16.0
../../../../Datasets/images/preprocessed_image\L\L191.jpg,11.0
../../../../Datasets/images/preprocessed_image\N\N268.jpg,13.0
../../../../Datasets/images/preprocessed_image\A\A530.jpg,0.0
../../../../Datasets/images/preprocessed_image\V\V477.jpg,21.0
../../../../Datasets/images/preprocessed_image\C\C851.jpg,2.0
../../../../Datasets/images/preprocessed_image\S\S1.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P986.jpg,15.0
../../../../Datasets/images/preprocessed_image\N\N644.jpg,13.0
../../../../Datasets/images/preprocessed_image\Z\Z300.jpg,25.0
../../../../Datasets/images/preprocessed_image\W\W496.jpg,22.0
../../../../Datasets/images/preprocessed_image\N\N716.jpg,13.0
../../../../Datasets/images/preprocessed_image\H\H177.jpg,7.0
../../../../Datasets/images/preprocessed_image\X\X389.jpg,23.0
../../../../Datasets/images/preprocessed_image\E\E661.jpg,4.0
../../../../Datasets/images/preprocessed_image\H\H302.jpg,7.0
../../../../Datasets/images/preprocessed_image\L\L797.jpg,11.0
../../../../Datasets/images/preprocessed_image\G\G941.jpg,6.0
../../../../Datasets/images/preprocessed_image\W\W586.jpg,22.0
../../../../Datasets/images/preprocessed_image\V\V998.jpg,21.0
../../../../Datasets/images/preprocessed_image\C\C131.jpg,2.0
../../../../Datasets/images/preprocessed_image\G\G843.jpg,6.0
../../../../Datasets/images/preprocessed_image\Y\Y271.jpg,24.0
../../../../Datasets/images/preprocessed_image\V\V949.jpg,21.0
../../../../Datasets/images/preprocessed_image\I\I860.jpg,8.0
../../../../Datasets/images/preprocessed_image\V\V191.jpg,21.0
../../../../Datasets/images/preprocessed_image\P\P800.jpg,15.0
../../../../Datasets/images/preprocessed_image\M\M414.jpg,12.0
../../../../Datasets/images/preprocessed_image\R\R86.jpg,17.0
../../../../Datasets/images/preprocessed_image\K\K691.jpg,10.0
../../../../Datasets/images/preprocessed_image\Y\Y828.jpg,24.0
../../../../Datasets/images/preprocessed_image\P\P844.jpg,15.0
../../../../Datasets/images/preprocessed_image\R\R954.jpg,17.0
../../../../Datasets/images/preprocessed_image\V\V88.jpg,21.0
../../../../Datasets/images/preprocessed_image\B\B495.jpg,1.0
../../../../Datasets/images/preprocessed_image\O\O643.jpg,14.0
../../../../Datasets/images/preprocessed_image\H\H214.jpg,7.0
../../../../Datasets/images/preprocessed_image\X\X385.jpg,23.0
../../../../Datasets/images/preprocessed_image\H\H993.jpg,7.0
../../../../Datasets/images/preprocessed_image\P\P584.jpg,15.0
../../../../Datasets/images/preprocessed_image\L\L744.jpg,11.0
../../../../Datasets/images/preprocessed_image\A\A421.jpg,0.0
../../../../Datasets/images/preprocessed_image\E\E896.jpg,4.0
../../../../Datasets/images/preprocessed_image\nothing\nothing799.jpg,26.0
../../../../Datasets/images/preprocessed_image\X\X359.jpg,23.0
../../../../Datasets/images/preprocessed_image\S\S738.jpg,18.0
../../../../Datasets/images/preprocessed_image\Y\Y326.jpg,24.0
../../../../Datasets/images/preprocessed_image\U\U242.jpg,20.0
../../../../Datasets/images/preprocessed_image\U\U844.jpg,20.0
../../../../Datasets/images/preprocessed_image\C\C23.jpg,2.0
../../../../Datasets/images/preprocessed_image\X\X982.jpg,23.0
../../../../Datasets/images/preprocessed_image\E\E217.jpg,4.0
../../../../Datasets/images/preprocessed_image\L\L752.jpg,11.0
../../../../Datasets/images/preprocessed_image\J\J771.jpg,9.0
../../../../Datasets/images/preprocessed_image\S\S737.jpg,18.0
../../../../Datasets/images/preprocessed_image\G\G938.jpg,6.0
../../../../Datasets/images/preprocessed_image\S\S498.jpg,18.0
../../../../Datasets/images/preprocessed_image\S\S117.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P704.jpg,15.0
../../../../Datasets/images/preprocessed_image\R\R344.jpg,17.0
../../../../Datasets/images/preprocessed_image\N\N746.jpg,13.0
../../../../Datasets/images/preprocessed_image\U\U539.jpg,20.0
../../../../Datasets/images/preprocessed_image\G\G922.jpg,6.0
../../../../Datasets/images/preprocessed_image\Q\Q417.jpg,16.0
../../../../Datasets/images/preprocessed_image\Q\Q501.jpg,16.0
../../../../Datasets/images/preprocessed_image\H\H449.jpg,7.0
../../../../Datasets/images/preprocessed_image\U\U691.jpg,20.0
../../../../Datasets/images/preprocessed_image\X\X972.jpg,23.0
../../../../Datasets/images/preprocessed_image\E\E83.jpg,4.0
../../../../Datasets/images/preprocessed_image\M\M664.jpg,12.0
../../../../Datasets/images/preprocessed_image\H\H650.jpg,7.0
../../../../Datasets/images/preprocessed_image\T\T663.jpg,19.0
../../../../Datasets/images/preprocessed_image\Q\Q402.jpg,16.0
../../../../Datasets/images/preprocessed_image\U\U965.jpg,20.0
../../../../Datasets/images/preprocessed_image\H\H930.jpg,7.0
../../../../Datasets/images/preprocessed_image\D\D317.jpg,3.0
../../../../Datasets/images/preprocessed_image\T\T381.jpg,19.0
../../../../Datasets/images/preprocessed_image\N\N676.jpg,13.0
../../../../Datasets/images/preprocessed_image\O\O622.jpg,14.0
../../../../Datasets/images/preprocessed_image\J\J287.jpg,9.0
../../../../Datasets/images/preprocessed_image\Y\Y441.jpg,24.0
../../../../Datasets/images/preprocessed_image\E\E804.jpg,4.0
../../../../Datasets/images/preprocessed_image\K\K462.jpg,10.0
../../../../Datasets/images/preprocessed_image\P\P117.jpg,15.0
../../../../Datasets/images/preprocessed_image\W\W418.jpg,22.0
../../../../Datasets/images/preprocessed_image\G\G791.jpg,6.0
../../../../Datasets/images/preprocessed_image\P\P176.jpg,15.0
../../../../Datasets/images/preprocessed_image\X\X809.jpg,23.0
../../../../Datasets/images/preprocessed_image\X\X511.jpg,23.0
../../../../Datasets/images/preprocessed_image\V\V31.jpg,21.0
../../../../Datasets/images/preprocessed_image\T\T715.jpg,19.0
../../../../Datasets/images/preprocessed_image\nothing\nothing909.jpg,26.0
../../../../Datasets/images/preprocessed_image\N\N450.jpg,13.0
../../../../Datasets/images/preprocessed_image\Z\Z36.jpg,25.0
../../../../Datasets/images/preprocessed_image\I\I793.jpg,8.0
../../../../Datasets/images/preprocessed_image\W\W781.jpg,22.0
../../../../Datasets/images/preprocessed_image\E\E294.jpg,4.0
../../../../Datasets/images/preprocessed_image\D\D122.jpg,3.0
../../../../Datasets/images/preprocessed_image\I\I412.jpg,8.0
../../../../Datasets/images/preprocessed_image\C\C449.jpg,2.0
../../../../Datasets/images/preprocessed_image\E\E147.jpg,4.0
../../../../Datasets/images/preprocessed_image\H\H494.jpg,7.0
../../../../Datasets/images/preprocessed_image\F\F515.jpg,5.0
../../../../Datasets/images/preprocessed_image\R\R796.jpg,17.0
../../../../Datasets/images/preprocessed_image\U\U565.jpg,20.0
../../../../Datasets/images/preprocessed_image\M\M822.jpg,12.0
../../../../Datasets/images/preprocessed_image\D\D809.jpg,3.0
../../../../Datasets/images/preprocessed_image\U\U572.jpg,20.0
../../../../Datasets/images/preprocessed_image\nothing\nothing63.jpg,26.0
../../../../Datasets/images/preprocessed_image\J\J256.jpg,9.0
../../../../Datasets/images/preprocessed_image\S\S299.jpg,18.0
../../../../Datasets/images/preprocessed_image\J\J323.jpg,9.0
../../../../Datasets/images/preprocessed_image\V\V520.jpg,21.0
../../../../Datasets/images/preprocessed_image\nothing\nothing164.jpg,26.0
../../../../Datasets/images/preprocessed_image\K\K794.jpg,10.0
../../../../Datasets/images/preprocessed_image\H\H883.jpg,7.0
../../../../Datasets/images/preprocessed_image\B\B319.jpg,1.0
../../../../Datasets/images/preprocessed_image\V\V230.jpg,21.0
../../../../Datasets/images/preprocessed_image\P\P897.jpg,15.0
../../../../Datasets/images/preprocessed_image\S\S983.jpg,18.0
../../../../Datasets/images/preprocessed_image\C\C162.jpg,2.0
../../../../Datasets/images/preprocessed_image\I\I961.jpg,8.0
../../../../Datasets/images/preprocessed_image\X\X73.jpg,23.0
../../../../Datasets/images/preprocessed_image\Y\Y368.jpg,24.0
../../../../Datasets/images/preprocessed_image\P\P430.jpg,15.0
../../../../Datasets/images/preprocessed_image\Q\Q816.jpg,16.0
../../../../Datasets/images/preprocessed_image\X\X474.jpg,23.0
../../../../Datasets/images/preprocessed_image\X\X496.jpg,23.0
../../../../Datasets/images/preprocessed_image\C\C330.jpg,2.0
../../../../Datasets/images/preprocessed_image\L\L611.jpg,11.0
../../../../Datasets/images/preprocessed_image\H\H877.jpg,7.0
../../../../Datasets/images/preprocessed_image\U\U991.jpg,20.0
../../../../Datasets/images/preprocessed_image\L\L938.jpg,11.0
../../../../Datasets/images/preprocessed_image\V\V969.jpg,21.0
../../../../Datasets/images/preprocessed_image\Q\Q591.jpg,16.0
../../../../Datasets/images/preprocessed_image\I\I189.jpg,8.0
../../../../Datasets/images/preprocessed_image\nothing\nothing137.jpg,26.0
../../../../Datasets/images/preprocessed_image\M\M562.jpg,12.0
../../../../Datasets/images/preprocessed_image\M\M43.jpg,12.0
../../../../Datasets/images/preprocessed_image\U\U451.jpg,20.0
../../../../Datasets/images/preprocessed_image\H\H179.jpg,7.0
../../../../Datasets/images/preprocessed_image\H\H133.jpg,7.0
../../../../Datasets/images/preprocessed_image\R\R204.jpg,17.0
../../../../Datasets/images/preprocessed_image\R\R75.jpg,17.0
../../../../Datasets/images/preprocessed_image\Y\Y757.jpg,24.0
../../../../Datasets/images/preprocessed_image\G\G725.jpg,6.0
../../../../Datasets/images/preprocessed_image\K\K617.jpg,10.0
../../../../Datasets/images/preprocessed_image\S\S607.jpg,18.0
../../../../Datasets/images/preprocessed_image\B\B920.jpg,1.0
../../../../Datasets/images/preprocessed_image\C\C686.jpg,2.0
../../../../Datasets/images/preprocessed_image\X\X264.jpg,23.0
../../../../Datasets/images/preprocessed_image\R\R752.jpg,17.0
../../../../Datasets/images/preprocessed_image\K\K386.jpg,10.0
../../../../Datasets/images/preprocessed_image\D\D605.jpg,3.0
../../../../Datasets/images/preprocessed_image\H\H677.jpg,7.0
../../../../Datasets/images/preprocessed_image\nothing\nothing724.jpg,26.0
../../../../Datasets/images/preprocessed_image\I\I917.jpg,8.0
../../../../Datasets/images/preprocessed_image\Y\Y736.jpg,24.0
../../../../Datasets/images/preprocessed_image\Q\Q200.jpg,16.0
../../../../Datasets/images/preprocessed_image\O\O648.jpg,14.0
../../../../Datasets/images/preprocessed_image\N\N624.jpg,13.0
../../../../Datasets/images/preprocessed_image\J\J999.jpg,9.0
../../../../Datasets/images/preprocessed_image\P\P814.jpg,15.0
../../../../Datasets/images/preprocessed_image\J\J851.jpg,9.0
../../../../Datasets/images/preprocessed_image\H\H495.jpg,7.0
../../../../Datasets/images/preprocessed_image\N\N44.jpg,13.0
../../../../Datasets/images/preprocessed_image\N\N109.jpg,13.0
../../../../Datasets/images/preprocessed_image\O\O195.jpg,14.0
../../../../Datasets/images/preprocessed_image\P\P85.jpg,15.0
../../../../Datasets/images/preprocessed_image\V\V618.jpg,21.0
../../../../Datasets/images/preprocessed_image\B\B624.jpg,1.0
../../../../Datasets/images/preprocessed_image\U\U892.jpg,20.0
../../../../Datasets/images/preprocessed_image\M\M521.jpg,12.0
../../../../Datasets/images/preprocessed_image\O\O913.jpg,14.0
../../../../Datasets/images/preprocessed_image\U\U408.jpg,20.0
../../../../Datasets/images/preprocessed_image\F\F421.jpg,5.0
../../../../Datasets/images/preprocessed_image\T\T881.jpg,19.0
../../../../Datasets/images/preprocessed_image\J\J990.jpg,9.0
../../../../Datasets/images/preprocessed_image\L\L181.jpg,11.0
../../../../Datasets/images/preprocessed_image\M\M208.jpg,12.0
../../../../Datasets/images/preprocessed_image\nothing\nothing766.jpg,26.0
../../../../Datasets/images/preprocessed_image\nothing\nothing320.jpg,26.0
../../../../Datasets/images/preprocessed_image\K\K890.jpg,10.0
../../../../Datasets/images/preprocessed_image\L\L74.jpg,11.0
../../../../Datasets/images/preprocessed_image\C\C488.jpg,2.0
../../../../Datasets/images/preprocessed_image\Z\Z614.jpg,25.0
../../../../Datasets/images/preprocessed_image\P\P550.jpg,15.0
../../../../Datasets/images/preprocessed_image\U\U96.jpg,20.0
../../../../Datasets/images/preprocessed_image\U\U328.jpg,20.0
../../../../Datasets/images/preprocessed_image\O\O628.jpg,14.0
../../../../Datasets/images/preprocessed_image\V\V789.jpg,21.0
../../../../Datasets/images/preprocessed_image\S\S935.jpg,18.0
../../../../Datasets/images/preprocessed_image\P\P467.jpg,15.0
../../../../Datasets/images/preprocessed_image\G\G11.jpg,6.0
../../../../Datasets/images/preprocessed_image\R\R300.jpg,17.0
