sub_path,target
output/preprocessed_image\Z\Z272.jpg,25.0
output/preprocessed_image\A\A386.jpg,0.0
output/preprocessed_image\N\N346.jpg,13.0
output/preprocessed_image\L\L270.jpg,11.0
output/preprocessed_image\V\V435.jpg,21.0
output/preprocessed_image\S\S173.jpg,18.0
output/preprocessed_image\F\F438.jpg,5.0
output/preprocessed_image\H\H411.jpg,7.0
output/preprocessed_image\W\W365.jpg,22.0
output/preprocessed_image\A\A299.jpg,0.0
output/preprocessed_image\I\I360.jpg,8.0
output/preprocessed_image\D\D187.jpg,3.0
output/preprocessed_image\E\E17.jpg,4.0
output/preprocessed_image\F\F204.jpg,5.0
output/preprocessed_image\nothing\nothing12.jpg,26.0
output/preprocessed_image\N\N107.jpg,13.0
output/preprocessed_image\N\N229.jpg,13.0
output/preprocessed_image\D\D451.jpg,3.0
output/preprocessed_image\J\J295.jpg,9.0
output/preprocessed_image\M\M188.jpg,12.0
output/preprocessed_image\Q\Q98.jpg,16.0
output/preprocessed_image\Y\Y35.jpg,24.0
output/preprocessed_image\L\L194.jpg,11.0
output/preprocessed_image\W\W328.jpg,22.0
output/preprocessed_image\G\G371.jpg,6.0
output/preprocessed_image\X\X261.jpg,23.0
output/preprocessed_image\nothing\nothing219.jpg,26.0
output/preprocessed_image\A\A489.jpg,0.0
output/preprocessed_image\J\J388.jpg,9.0
output/preprocessed_image\K\K322.jpg,10.0
output/preprocessed_image\G\G301.jpg,6.0
output/preprocessed_image\H\H363.jpg,7.0
output/preprocessed_image\K\K264.jpg,10.0
output/preprocessed_image\V\V409.jpg,21.0
output/preprocessed_image\I\I463.jpg,8.0
output/preprocessed_image\W\W97.jpg,22.0
output/preprocessed_image\P\P454.jpg,15.0
output/preprocessed_image\B\B130.jpg,1.0
output/preprocessed_image\nothing\nothing295.jpg,26.0
output/preprocessed_image\U\U417.jpg,20.0
output/preprocessed_image\U\U432.jpg,20.0
output/preprocessed_image\L\L159.jpg,11.0
output/preprocessed_image\P\P251.jpg,15.0
output/preprocessed_image\Q\Q195.jpg,16.0
output/preprocessed_image\Q\Q400.jpg,16.0
output/preprocessed_image\A\A434.jpg,0.0
output/preprocessed_image\H\H396.jpg,7.0
output/preprocessed_image\V\V49.jpg,21.0
output/preprocessed_image\H\H90.jpg,7.0
output/preprocessed_image\X\X403.jpg,23.0
output/preprocessed_image\D\D459.jpg,3.0
output/preprocessed_image\J\J244.jpg,9.0
output/preprocessed_image\M\M15.jpg,12.0
output/preprocessed_image\N\N462.jpg,13.0
output/preprocessed_image\Q\Q326.jpg,16.0
output/preprocessed_image\V\V421.jpg,21.0
output/preprocessed_image\I\I304.jpg,8.0
output/preprocessed_image\V\V433.jpg,21.0
output/preprocessed_image\H\H18.jpg,7.0
output/preprocessed_image\V\V0.jpg,21.0
output/preprocessed_image\U\U385.jpg,20.0
output/preprocessed_image\E\E225.jpg,4.0
output/preprocessed_image\V\V128.jpg,21.0
output/preprocessed_image\Z\Z177.jpg,25.0
output/preprocessed_image\Y\Y101.jpg,24.0
output/preprocessed_image\G\G108.jpg,6.0
output/preprocessed_image\A\A302.jpg,0.0
output/preprocessed_image\P\P428.jpg,15.0
output/preprocessed_image\C\C173.jpg,2.0
output/preprocessed_image\L\L289.jpg,11.0
output/preprocessed_image\H\H53.jpg,7.0
output/preprocessed_image\nothing\nothing183.jpg,26.0
output/preprocessed_image\I\I410.jpg,8.0
output/preprocessed_image\K\K309.jpg,10.0
output/preprocessed_image\M\M484.jpg,12.0
output/preprocessed_image\O\O370.jpg,14.0
output/preprocessed_image\Y\Y260.jpg,24.0
output/preprocessed_image\O\O254.jpg,14.0
output/preprocessed_image\nothing\nothing327.jpg,26.0
output/preprocessed_image\U\U27.jpg,20.0
output/preprocessed_image\D\D384.jpg,3.0
output/preprocessed_image\L\L34.jpg,11.0
output/preprocessed_image\K\K456.jpg,10.0
output/preprocessed_image\L\L108.jpg,11.0
output/preprocessed_image\B\B53.jpg,1.0
output/preprocessed_image\X\X16.jpg,23.0
output/preprocessed_image\Z\Z245.jpg,25.0
output/preprocessed_image\U\U68.jpg,20.0
output/preprocessed_image\G\G42.jpg,6.0
output/preprocessed_image\W\W447.jpg,22.0
output/preprocessed_image\V\V141.jpg,21.0
output/preprocessed_image\M\M282.jpg,12.0
output/preprocessed_image\W\W169.jpg,22.0
output/preprocessed_image\R\R486.jpg,17.0
output/preprocessed_image\S\S387.jpg,18.0
output/preprocessed_image\Q\Q5.jpg,16.0
output/preprocessed_image\T\T45.jpg,19.0
output/preprocessed_image\nothing\nothing33.jpg,26.0
output/preprocessed_image\B\B341.jpg,1.0
output/preprocessed_image\P\P111.jpg,15.0
output/preprocessed_image\D\D478.jpg,3.0
output/preprocessed_image\L\L273.jpg,11.0
output/preprocessed_image\K\K409.jpg,10.0
output/preprocessed_image\G\G127.jpg,6.0
output/preprocessed_image\M\M249.jpg,12.0
output/preprocessed_image\A\A38.jpg,0.0
output/preprocessed_image\A\A43.jpg,0.0
output/preprocessed_image\P\P153.jpg,15.0
output/preprocessed_image\K\K440.jpg,10.0
output/preprocessed_image\Z\Z416.jpg,25.0
output/preprocessed_image\M\M385.jpg,12.0
output/preprocessed_image\L\L147.jpg,11.0
output/preprocessed_image\L\L205.jpg,11.0
output/preprocessed_image\S\S421.jpg,18.0
output/preprocessed_image\G\G120.jpg,6.0
output/preprocessed_image\Y\Y79.jpg,24.0
output/preprocessed_image\U\U434.jpg,20.0
output/preprocessed_image\C\C402.jpg,2.0
output/preprocessed_image\M\M102.jpg,12.0
output/preprocessed_image\X\X72.jpg,23.0
output/preprocessed_image\B\B474.jpg,1.0
output/preprocessed_image\V\V385.jpg,21.0
output/preprocessed_image\N\N418.jpg,13.0
output/preprocessed_image\I\I377.jpg,8.0
output/preprocessed_image\X\X449.jpg,23.0
output/preprocessed_image\Y\Y172.jpg,24.0
output/preprocessed_image\T\T274.jpg,19.0
output/preprocessed_image\Q\Q411.jpg,16.0
output/preprocessed_image\H\H162.jpg,7.0
output/preprocessed_image\K\K474.jpg,10.0
output/preprocessed_image\M\M415.jpg,12.0
output/preprocessed_image\J\J41.jpg,9.0
output/preprocessed_image\G\G407.jpg,6.0
output/preprocessed_image\S\S95.jpg,18.0
output/preprocessed_image\L\L155.jpg,11.0
output/preprocessed_image\V\V304.jpg,21.0
output/preprocessed_image\A\A351.jpg,0.0
output/preprocessed_image\F\F124.jpg,5.0
output/preprocessed_image\H\H409.jpg,7.0
output/preprocessed_image\R\R455.jpg,17.0
output/preprocessed_image\O\O384.jpg,14.0
output/preprocessed_image\H\H323.jpg,7.0
output/preprocessed_image\Y\Y349.jpg,24.0
output/preprocessed_image\O\O43.jpg,14.0
output/preprocessed_image\V\V131.jpg,21.0
output/preprocessed_image\Y\Y489.jpg,24.0
output/preprocessed_image\X\X342.jpg,23.0
output/preprocessed_image\P\P334.jpg,15.0
output/preprocessed_image\X\X243.jpg,23.0
output/preprocessed_image\X\X456.jpg,23.0
output/preprocessed_image\P\P441.jpg,15.0
output/preprocessed_image\B\B238.jpg,1.0
output/preprocessed_image\H\H479.jpg,7.0
output/preprocessed_image\J\J494.jpg,9.0
output/preprocessed_image\L\L124.jpg,11.0
output/preprocessed_image\H\H332.jpg,7.0
output/preprocessed_image\N\N182.jpg,13.0
output/preprocessed_image\K\K431.jpg,10.0
output/preprocessed_image\T\T72.jpg,19.0
output/preprocessed_image\N\N68.jpg,13.0
output/preprocessed_image\S\S374.jpg,18.0
output/preprocessed_image\Q\Q93.jpg,16.0
output/preprocessed_image\A\A306.jpg,0.0
output/preprocessed_image\K\K159.jpg,10.0
output/preprocessed_image\S\S456.jpg,18.0
output/preprocessed_image\Z\Z150.jpg,25.0
output/preprocessed_image\Y\Y205.jpg,24.0
output/preprocessed_image\A\A450.jpg,0.0
output/preprocessed_image\J\J87.jpg,9.0
output/preprocessed_image\Q\Q384.jpg,16.0
output/preprocessed_image\N\N118.jpg,13.0
output/preprocessed_image\L\L191.jpg,11.0
output/preprocessed_image\O\O266.jpg,14.0
output/preprocessed_image\S\S361.jpg,18.0
output/preprocessed_image\L\L79.jpg,11.0
output/preprocessed_image\F\F286.jpg,5.0
output/preprocessed_image\T\T32.jpg,19.0
output/preprocessed_image\H\H444.jpg,7.0
output/preprocessed_image\R\R211.jpg,17.0
output/preprocessed_image\U\U459.jpg,20.0
output/preprocessed_image\I\I68.jpg,8.0
output/preprocessed_image\nothing\nothing261.jpg,26.0
output/preprocessed_image\B\B292.jpg,1.0
output/preprocessed_image\P\P263.jpg,15.0
output/preprocessed_image\R\R255.jpg,17.0
output/preprocessed_image\L\L295.jpg,11.0
output/preprocessed_image\E\E413.jpg,4.0
output/preprocessed_image\K\K212.jpg,10.0
output/preprocessed_image\W\W19.jpg,22.0
output/preprocessed_image\E\E101.jpg,4.0
output/preprocessed_image\M\M244.jpg,12.0
output/preprocessed_image\U\U168.jpg,20.0
output/preprocessed_image\Q\Q281.jpg,16.0
output/preprocessed_image\Y\Y269.jpg,24.0
output/preprocessed_image\nothing\nothing414.jpg,26.0
output/preprocessed_image\O\O270.jpg,14.0
output/preprocessed_image\I\I209.jpg,8.0
output/preprocessed_image\E\E84.jpg,4.0
output/preprocessed_image\U\U355.jpg,20.0
output/preprocessed_image\D\D370.jpg,3.0
output/preprocessed_image\E\E367.jpg,4.0
output/preprocessed_image\A\A312.jpg,0.0
output/preprocessed_image\A\A389.jpg,0.0
output/preprocessed_image\P\P10.jpg,15.0
output/preprocessed_image\T\T221.jpg,19.0
output/preprocessed_image\J\J11.jpg,9.0
output/preprocessed_image\L\L94.jpg,11.0
output/preprocessed_image\L\L198.jpg,11.0
output/preprocessed_image\H\H389.jpg,7.0
output/preprocessed_image\J\J120.jpg,9.0
output/preprocessed_image\D\D499.jpg,3.0
output/preprocessed_image\M\M436.jpg,12.0
output/preprocessed_image\U\U234.jpg,20.0
output/preprocessed_image\Z\Z249.jpg,25.0
output/preprocessed_image\H\H450.jpg,7.0
output/preprocessed_image\U\U390.jpg,20.0
output/preprocessed_image\D\D337.jpg,3.0
output/preprocessed_image\X\X455.jpg,23.0
output/preprocessed_image\C\C407.jpg,2.0
output/preprocessed_image\J\J1.jpg,9.0
output/preprocessed_image\V\V427.jpg,21.0
output/preprocessed_image\I\I452.jpg,8.0
output/preprocessed_image\H\H197.jpg,7.0
output/preprocessed_image\Y\Y387.jpg,24.0
output/preprocessed_image\O\O456.jpg,14.0
output/preprocessed_image\Z\Z200.jpg,25.0
output/preprocessed_image\C\C188.jpg,2.0
output/preprocessed_image\J\J286.jpg,9.0
output/preprocessed_image\R\R324.jpg,17.0
output/preprocessed_image\E\E300.jpg,4.0
output/preprocessed_image\P\P399.jpg,15.0
output/preprocessed_image\T\T423.jpg,19.0
output/preprocessed_image\U\U273.jpg,20.0
output/preprocessed_image\Q\Q62.jpg,16.0
output/preprocessed_image\B\B266.jpg,1.0
output/preprocessed_image\I\I67.jpg,8.0
output/preprocessed_image\L\L299.jpg,11.0
output/preprocessed_image\X\X484.jpg,23.0
output/preprocessed_image\L\L358.jpg,11.0
output/preprocessed_image\V\V472.jpg,21.0
output/preprocessed_image\M\M105.jpg,12.0
output/preprocessed_image\E\E156.jpg,4.0
output/preprocessed_image\Q\Q264.jpg,16.0
output/preprocessed_image\N\N53.jpg,13.0
output/preprocessed_image\U\U406.jpg,20.0
output/preprocessed_image\M\M280.jpg,12.0
output/preprocessed_image\P\P43.jpg,15.0
output/preprocessed_image\J\J207.jpg,9.0
output/preprocessed_image\Q\Q385.jpg,16.0
output/preprocessed_image\V\V63.jpg,21.0
output/preprocessed_image\Y\Y90.jpg,24.0
output/preprocessed_image\X\X307.jpg,23.0
output/preprocessed_image\J\J356.jpg,9.0
output/preprocessed_image\D\D114.jpg,3.0
output/preprocessed_image\W\W63.jpg,22.0
output/preprocessed_image\L\L413.jpg,11.0
output/preprocessed_image\Q\Q1.jpg,16.0
output/preprocessed_image\W\W168.jpg,22.0
output/preprocessed_image\F\F103.jpg,5.0
output/preprocessed_image\T\T302.jpg,19.0
output/preprocessed_image\O\O81.jpg,14.0
output/preprocessed_image\X\X122.jpg,23.0
output/preprocessed_image\A\A178.jpg,0.0
output/preprocessed_image\Z\Z486.jpg,25.0
output/preprocessed_image\X\X8.jpg,23.0
output/preprocessed_image\J\J148.jpg,9.0
output/preprocessed_image\N\N485.jpg,13.0
output/preprocessed_image\X\X464.jpg,23.0
output/preprocessed_image\R\R78.jpg,17.0
output/preprocessed_image\N\N305.jpg,13.0
output/preprocessed_image\nothing\nothing242.jpg,26.0
output/preprocessed_image\V\V237.jpg,21.0
output/preprocessed_image\nothing\nothing371.jpg,26.0
output/preprocessed_image\N\N323.jpg,13.0
output/preprocessed_image\G\G294.jpg,6.0
output/preprocessed_image\R\R180.jpg,17.0
output/preprocessed_image\nothing\nothing5.jpg,26.0
output/preprocessed_image\V\V261.jpg,21.0
output/preprocessed_image\C\C172.jpg,2.0
output/preprocessed_image\T\T349.jpg,19.0
output/preprocessed_image\Z\Z377.jpg,25.0
output/preprocessed_image\F\F409.jpg,5.0
output/preprocessed_image\B\B179.jpg,1.0
output/preprocessed_image\N\N194.jpg,13.0
output/preprocessed_image\J\J421.jpg,9.0
output/preprocessed_image\M\M226.jpg,12.0
output/preprocessed_image\Y\Y424.jpg,24.0
output/preprocessed_image\L\L257.jpg,11.0
output/preprocessed_image\L\L96.jpg,11.0
output/preprocessed_image\Y\Y135.jpg,24.0
output/preprocessed_image\O\O288.jpg,14.0
output/preprocessed_image\W\W267.jpg,22.0
output/preprocessed_image\P\P238.jpg,15.0
output/preprocessed_image\L\L438.jpg,11.0
output/preprocessed_image\N\N241.jpg,13.0
output/preprocessed_image\U\U461.jpg,20.0
output/preprocessed_image\U\U180.jpg,20.0
output/preprocessed_image\E\E157.jpg,4.0
output/preprocessed_image\C\C272.jpg,2.0
output/preprocessed_image\C\C477.jpg,2.0
output/preprocessed_image\P\P330.jpg,15.0
output/preprocessed_image\R\R217.jpg,17.0
output/preprocessed_image\O\O413.jpg,14.0
output/preprocessed_image\F\F36.jpg,5.0
output/preprocessed_image\B\B411.jpg,1.0
output/preprocessed_image\Y\Y398.jpg,24.0
output/preprocessed_image\P\P231.jpg,15.0
output/preprocessed_image\X\X103.jpg,23.0
output/preprocessed_image\F\F57.jpg,5.0
output/preprocessed_image\S\S170.jpg,18.0
output/preprocessed_image\R\R214.jpg,17.0
output/preprocessed_image\Q\Q323.jpg,16.0
output/preprocessed_image\N\N338.jpg,13.0
output/preprocessed_image\B\B191.jpg,1.0
output/preprocessed_image\Z\Z357.jpg,25.0
output/preprocessed_image\K\K153.jpg,10.0
output/preprocessed_image\Z\Z464.jpg,25.0
output/preprocessed_image\S\S115.jpg,18.0
output/preprocessed_image\D\D308.jpg,3.0
output/preprocessed_image\D\D318.jpg,3.0
output/preprocessed_image\M\M211.jpg,12.0
output/preprocessed_image\Z\Z329.jpg,25.0
output/preprocessed_image\G\G125.jpg,6.0
output/preprocessed_image\U\U30.jpg,20.0
output/preprocessed_image\I\I412.jpg,8.0
output/preprocessed_image\A\A419.jpg,0.0
output/preprocessed_image\G\G61.jpg,6.0
output/preprocessed_image\J\J181.jpg,9.0
output/preprocessed_image\X\X253.jpg,23.0
output/preprocessed_image\N\N84.jpg,13.0
output/preprocessed_image\X\X198.jpg,23.0
output/preprocessed_image\K\K248.jpg,10.0
output/preprocessed_image\M\M496.jpg,12.0
output/preprocessed_image\J\J156.jpg,9.0
output/preprocessed_image\V\V148.jpg,21.0
output/preprocessed_image\L\L483.jpg,11.0
output/preprocessed_image\K\K232.jpg,10.0
output/preprocessed_image\B\B67.jpg,1.0
output/preprocessed_image\Z\Z301.jpg,25.0
output/preprocessed_image\L\L214.jpg,11.0
output/preprocessed_image\R\R177.jpg,17.0
output/preprocessed_image\Y\Y239.jpg,24.0
output/preprocessed_image\E\E95.jpg,4.0
output/preprocessed_image\G\G284.jpg,6.0
output/preprocessed_image\M\M420.jpg,12.0
output/preprocessed_image\C\C338.jpg,2.0
output/preprocessed_image\X\X349.jpg,23.0
output/preprocessed_image\X\X117.jpg,23.0
output/preprocessed_image\M\M229.jpg,12.0
output/preprocessed_image\R\R441.jpg,17.0
output/preprocessed_image\Q\Q75.jpg,16.0
output/preprocessed_image\P\P350.jpg,15.0
output/preprocessed_image\D\D300.jpg,3.0
output/preprocessed_image\L\L434.jpg,11.0
output/preprocessed_image\N\N238.jpg,13.0
output/preprocessed_image\X\X298.jpg,23.0
output/preprocessed_image\G\G299.jpg,6.0
output/preprocessed_image\I\I228.jpg,8.0
output/preprocessed_image\G\G253.jpg,6.0
output/preprocessed_image\D\D223.jpg,3.0
output/preprocessed_image\Q\Q187.jpg,16.0
output/preprocessed_image\A\A289.jpg,0.0
output/preprocessed_image\E\E496.jpg,4.0
output/preprocessed_image\P\P489.jpg,15.0
output/preprocessed_image\D\D436.jpg,3.0
output/preprocessed_image\K\K167.jpg,10.0
output/preprocessed_image\R\R74.jpg,17.0
output/preprocessed_image\N\N390.jpg,13.0
output/preprocessed_image\Y\Y45.jpg,24.0
output/preprocessed_image\N\N67.jpg,13.0
output/preprocessed_image\B\B51.jpg,1.0
output/preprocessed_image\T\T329.jpg,19.0
output/preprocessed_image\J\J54.jpg,9.0
output/preprocessed_image\M\M42.jpg,12.0
output/preprocessed_image\L\L351.jpg,11.0
output/preprocessed_image\I\I175.jpg,8.0
output/preprocessed_image\L\L403.jpg,11.0
output/preprocessed_image\E\E392.jpg,4.0
output/preprocessed_image\S\S356.jpg,18.0
output/preprocessed_image\nothing\nothing77.jpg,26.0
output/preprocessed_image\Z\Z305.jpg,25.0
output/preprocessed_image\U\U293.jpg,20.0
output/preprocessed_image\R\R407.jpg,17.0
output/preprocessed_image\I\I134.jpg,8.0
output/preprocessed_image\U\U246.jpg,20.0
output/preprocessed_image\H\H152.jpg,7.0
output/preprocessed_image\R\R24.jpg,17.0
output/preprocessed_image\D\D206.jpg,3.0
output/preprocessed_image\D\D325.jpg,3.0
output/preprocessed_image\Z\Z253.jpg,25.0
output/preprocessed_image\R\R109.jpg,17.0
output/preprocessed_image\W\W329.jpg,22.0
output/preprocessed_image\M\M452.jpg,12.0
output/preprocessed_image\E\E96.jpg,4.0
output/preprocessed_image\Q\Q57.jpg,16.0
output/preprocessed_image\V\V101.jpg,21.0
output/preprocessed_image\V\V337.jpg,21.0
output/preprocessed_image\nothing\nothing227.jpg,26.0
output/preprocessed_image\J\J380.jpg,9.0
output/preprocessed_image\J\J101.jpg,9.0
output/preprocessed_image\Q\Q435.jpg,16.0
output/preprocessed_image\J\J110.jpg,9.0
output/preprocessed_image\V\V303.jpg,21.0
output/preprocessed_image\B\B193.jpg,1.0
output/preprocessed_image\P\P478.jpg,15.0
output/preprocessed_image\O\O113.jpg,14.0
output/preprocessed_image\H\H131.jpg,7.0
output/preprocessed_image\D\D343.jpg,3.0
output/preprocessed_image\S\S210.jpg,18.0
output/preprocessed_image\H\H403.jpg,7.0
output/preprocessed_image\E\E194.jpg,4.0
output/preprocessed_image\N\N293.jpg,13.0
output/preprocessed_image\I\I306.jpg,8.0
output/preprocessed_image\D\D282.jpg,3.0
output/preprocessed_image\U\U382.jpg,20.0
output/preprocessed_image\F\F18.jpg,5.0
output/preprocessed_image\K\K2.jpg,10.0
output/preprocessed_image\X\X136.jpg,23.0
output/preprocessed_image\D\D311.jpg,3.0
output/preprocessed_image\nothing\nothing167.jpg,26.0
output/preprocessed_image\S\S469.jpg,18.0
output/preprocessed_image\M\M404.jpg,12.0
output/preprocessed_image\X\X493.jpg,23.0
output/preprocessed_image\O\O470.jpg,14.0
output/preprocessed_image\I\I427.jpg,8.0
output/preprocessed_image\R\R215.jpg,17.0
output/preprocessed_image\V\V140.jpg,21.0
output/preprocessed_image\O\O64.jpg,14.0
output/preprocessed_image\K\K90.jpg,10.0
output/preprocessed_image\D\D143.jpg,3.0
output/preprocessed_image\J\J395.jpg,9.0
output/preprocessed_image\G\G128.jpg,6.0
output/preprocessed_image\L\L493.jpg,11.0
output/preprocessed_image\P\P417.jpg,15.0
output/preprocessed_image\N\N260.jpg,13.0
output/preprocessed_image\T\T78.jpg,19.0
output/preprocessed_image\J\J449.jpg,9.0
output/preprocessed_image\K\K195.jpg,10.0
output/preprocessed_image\L\L244.jpg,11.0
output/preprocessed_image\K\K298.jpg,10.0
output/preprocessed_image\C\C34.jpg,2.0
output/preprocessed_image\H\H358.jpg,7.0
output/preprocessed_image\R\R178.jpg,17.0
output/preprocessed_image\D\D356.jpg,3.0
output/preprocessed_image\U\U281.jpg,20.0
output/preprocessed_image\L\L258.jpg,11.0
output/preprocessed_image\Q\Q88.jpg,16.0
output/preprocessed_image\A\A28.jpg,0.0
output/preprocessed_image\K\K149.jpg,10.0
output/preprocessed_image\V\V478.jpg,21.0
output/preprocessed_image\nothing\nothing493.jpg,26.0
output/preprocessed_image\E\E102.jpg,4.0
output/preprocessed_image\B\B294.jpg,1.0
output/preprocessed_image\Q\Q380.jpg,16.0
output/preprocessed_image\O\O321.jpg,14.0
output/preprocessed_image\F\F382.jpg,5.0
output/preprocessed_image\C\C393.jpg,2.0
output/preprocessed_image\T\T366.jpg,19.0
output/preprocessed_image\X\X385.jpg,23.0
output/preprocessed_image\U\U348.jpg,20.0
output/preprocessed_image\U\U259.jpg,20.0
output/preprocessed_image\D\D160.jpg,3.0
output/preprocessed_image\L\L348.jpg,11.0
output/preprocessed_image\Y\Y303.jpg,24.0
output/preprocessed_image\P\P276.jpg,15.0
output/preprocessed_image\Z\Z485.jpg,25.0
output/preprocessed_image\S\S329.jpg,18.0
output/preprocessed_image\nothing\nothing225.jpg,26.0
output/preprocessed_image\O\O292.jpg,14.0
output/preprocessed_image\I\I83.jpg,8.0
output/preprocessed_image\I\I455.jpg,8.0
output/preprocessed_image\H\H435.jpg,7.0
output/preprocessed_image\A\A291.jpg,0.0
output/preprocessed_image\G\G254.jpg,6.0
output/preprocessed_image\Z\Z312.jpg,25.0
output/preprocessed_image\Z\Z29.jpg,25.0
output/preprocessed_image\V\V216.jpg,21.0
output/preprocessed_image\W\W468.jpg,22.0
output/preprocessed_image\W\W475.jpg,22.0
output/preprocessed_image\S\S462.jpg,18.0
output/preprocessed_image\G\G326.jpg,6.0
output/preprocessed_image\J\J225.jpg,9.0
output/preprocessed_image\Y\Y18.jpg,24.0
output/preprocessed_image\V\V84.jpg,21.0
output/preprocessed_image\D\D365.jpg,3.0
output/preprocessed_image\O\O100.jpg,14.0
output/preprocessed_image\C\C123.jpg,2.0
output/preprocessed_image\W\W9.jpg,22.0
output/preprocessed_image\L\L110.jpg,11.0
output/preprocessed_image\nothing\nothing11.jpg,26.0
output/preprocessed_image\P\P366.jpg,15.0
output/preprocessed_image\nothing\nothing266.jpg,26.0
output/preprocessed_image\I\I323.jpg,8.0
output/preprocessed_image\N\N379.jpg,13.0
output/preprocessed_image\nothing\nothing421.jpg,26.0
output/preprocessed_image\A\A428.jpg,0.0
output/preprocessed_image\K\K243.jpg,10.0
output/preprocessed_image\I\I71.jpg,8.0
output/preprocessed_image\X\X2.jpg,23.0
output/preprocessed_image\nothing\nothing372.jpg,26.0
output/preprocessed_image\C\C282.jpg,2.0
output/preprocessed_image\E\E321.jpg,4.0
output/preprocessed_image\B\B430.jpg,1.0
output/preprocessed_image\K\K278.jpg,10.0
output/preprocessed_image\K\K335.jpg,10.0
output/preprocessed_image\V\V227.jpg,21.0
output/preprocessed_image\A\A354.jpg,0.0
output/preprocessed_image\J\J129.jpg,9.0
output/preprocessed_image\V\V187.jpg,21.0
output/preprocessed_image\H\H433.jpg,7.0
output/preprocessed_image\N\N355.jpg,13.0
output/preprocessed_image\T\T331.jpg,19.0
output/preprocessed_image\W\W482.jpg,22.0
output/preprocessed_image\W\W73.jpg,22.0
output/preprocessed_image\M\M185.jpg,12.0
output/preprocessed_image\D\D284.jpg,3.0
output/preprocessed_image\D\D144.jpg,3.0
output/preprocessed_image\Q\Q123.jpg,16.0
output/preprocessed_image\H\H468.jpg,7.0
output/preprocessed_image\R\R459.jpg,17.0
output/preprocessed_image\nothing\nothing439.jpg,26.0
output/preprocessed_image\J\J170.jpg,9.0
output/preprocessed_image\B\B255.jpg,1.0
output/preprocessed_image\T\T465.jpg,19.0
output/preprocessed_image\G\G320.jpg,6.0
output/preprocessed_image\O\O150.jpg,14.0
output/preprocessed_image\E\E399.jpg,4.0
output/preprocessed_image\K\K223.jpg,10.0
output/preprocessed_image\M\M301.jpg,12.0
output/preprocessed_image\C\C453.jpg,2.0
output/preprocessed_image\Y\Y141.jpg,24.0
output/preprocessed_image\O\O418.jpg,14.0
output/preprocessed_image\O\O441.jpg,14.0
output/preprocessed_image\W\W406.jpg,22.0
output/preprocessed_image\F\F3.jpg,5.0
output/preprocessed_image\I\I419.jpg,8.0
output/preprocessed_image\F\F195.jpg,5.0
output/preprocessed_image\H\H395.jpg,7.0
output/preprocessed_image\X\X396.jpg,23.0
output/preprocessed_image\K\K386.jpg,10.0
output/preprocessed_image\R\R209.jpg,17.0
output/preprocessed_image\K\K134.jpg,10.0
output/preprocessed_image\M\M352.jpg,12.0
output/preprocessed_image\nothing\nothing454.jpg,26.0
output/preprocessed_image\L\L463.jpg,11.0
output/preprocessed_image\Y\Y496.jpg,24.0
output/preprocessed_image\U\U132.jpg,20.0
output/preprocessed_image\nothing\nothing54.jpg,26.0
output/preprocessed_image\C\C467.jpg,2.0
output/preprocessed_image\V\V121.jpg,21.0
output/preprocessed_image\A\A19.jpg,0.0
output/preprocessed_image\E\E324.jpg,4.0
output/preprocessed_image\Q\Q464.jpg,16.0
output/preprocessed_image\L\L286.jpg,11.0
output/preprocessed_image\Z\Z252.jpg,25.0
output/preprocessed_image\V\V92.jpg,21.0
output/preprocessed_image\F\F167.jpg,5.0
output/preprocessed_image\V\V122.jpg,21.0
output/preprocessed_image\Q\Q335.jpg,16.0
output/preprocessed_image\nothing\nothing391.jpg,26.0
output/preprocessed_image\E\E420.jpg,4.0
output/preprocessed_image\A\A112.jpg,0.0
output/preprocessed_image\B\B488.jpg,1.0
output/preprocessed_image\U\U242.jpg,20.0
output/preprocessed_image\P\P224.jpg,15.0
output/preprocessed_image\Q\Q436.jpg,16.0
output/preprocessed_image\J\J165.jpg,9.0
output/preprocessed_image\P\P97.jpg,15.0
output/preprocessed_image\Z\Z176.jpg,25.0
output/preprocessed_image\R\R14.jpg,17.0
output/preprocessed_image\R\R33.jpg,17.0
output/preprocessed_image\L\L383.jpg,11.0
output/preprocessed_image\F\F140.jpg,5.0
output/preprocessed_image\V\V37.jpg,21.0
output/preprocessed_image\X\X273.jpg,23.0
output/preprocessed_image\O\O165.jpg,14.0
output/preprocessed_image\A\A143.jpg,0.0
output/preprocessed_image\Y\Y158.jpg,24.0
output/preprocessed_image\F\F485.jpg,5.0
output/preprocessed_image\B\B346.jpg,1.0
output/preprocessed_image\Y\Y143.jpg,24.0
output/preprocessed_image\B\B121.jpg,1.0
output/preprocessed_image\Y\Y420.jpg,24.0
output/preprocessed_image\F\F19.jpg,5.0
output/preprocessed_image\F\F56.jpg,5.0
output/preprocessed_image\K\K319.jpg,10.0
output/preprocessed_image\X\X236.jpg,23.0
output/preprocessed_image\O\O272.jpg,14.0
output/preprocessed_image\B\B491.jpg,1.0
output/preprocessed_image\L\L466.jpg,11.0
output/preprocessed_image\H\H310.jpg,7.0
output/preprocessed_image\nothing\nothing345.jpg,26.0
output/preprocessed_image\nothing\nothing453.jpg,26.0
output/preprocessed_image\D\D414.jpg,3.0
output/preprocessed_image\G\G6.jpg,6.0
output/preprocessed_image\G\G496.jpg,6.0
output/preprocessed_image\O\O421.jpg,14.0
output/preprocessed_image\X\X116.jpg,23.0
