sub_path,target
output/preprocessed_image\Y\Y1460.jpg,24.0
output/preprocessed_image\E\E3059.jpg,4.0
output/preprocessed_image\K\K3284.jpg,10.0
output/preprocessed_image\J\J776.jpg,9.0
output/preprocessed_image\L\L1683.jpg,11.0
output/preprocessed_image\X\X2063.jpg,23.0
output/preprocessed_image\M\M3203.jpg,12.0
output/preprocessed_image\S\S2621.jpg,18.0
output/preprocessed_image\Z\Z1781.jpg,25.0
output/preprocessed_image\O\O1393.jpg,14.0
output/preprocessed_image\C\C777.jpg,2.0
output/preprocessed_image\V\V1827.jpg,21.0
output/preprocessed_image\B\B2576.jpg,1.0
output/preprocessed_image\K\K1484.jpg,10.0
output/preprocessed_image\H\H135.jpg,7.0
output/preprocessed_image\M\M1598.jpg,12.0
output/preprocessed_image\F\F833.jpg,5.0
output/preprocessed_image\Z\Z2575.jpg,25.0
output/preprocessed_image\H\H588.jpg,7.0
output/preprocessed_image\E\E1270.jpg,4.0
output/preprocessed_image\G\G1455.jpg,6.0
output/preprocessed_image\O\O3130.jpg,14.0
output/preprocessed_image\E\E2484.jpg,4.0
output/preprocessed_image\X\X472.jpg,23.0
output/preprocessed_image\Z\Z3326.jpg,25.0
output/preprocessed_image\V\V972.jpg,21.0
output/preprocessed_image\I\I18.jpg,8.0
output/preprocessed_image\R\R2455.jpg,17.0
output/preprocessed_image\U\U408.jpg,20.0
output/preprocessed_image\R\R250.jpg,17.0
output/preprocessed_image\A\A1154.jpg,0.0
output/preprocessed_image\R\R2509.jpg,17.0
output/preprocessed_image\W\W1521.jpg,22.0
output/preprocessed_image\L\L330.jpg,11.0
output/preprocessed_image\Z\Z2317.jpg,25.0
output/preprocessed_image\P\P1770.jpg,15.0
output/preprocessed_image\Z\Z1899.jpg,25.0
output/preprocessed_image\D\D2743.jpg,3.0
output/preprocessed_image\K\K2650.jpg,10.0
output/preprocessed_image\W\W1653.jpg,22.0
output/preprocessed_image\G\G820.jpg,6.0
output/preprocessed_image\V\V916.jpg,21.0
output/preprocessed_image\D\D1670.jpg,3.0
output/preprocessed_image\G\G3178.jpg,6.0
output/preprocessed_image\R\R2008.jpg,17.0
output/preprocessed_image\I\I1914.jpg,8.0
output/preprocessed_image\X\X1907.jpg,23.0
output/preprocessed_image\M\M707.jpg,12.0
output/preprocessed_image\M\M321.jpg,12.0
output/preprocessed_image\nothing\nothing2108.jpg,26.0
output/preprocessed_image\D\D3088.jpg,3.0
output/preprocessed_image\Y\Y2079.jpg,24.0
output/preprocessed_image\S\S810.jpg,18.0
output/preprocessed_image\I\I2501.jpg,8.0
output/preprocessed_image\S\S1049.jpg,18.0
output/preprocessed_image\G\G1631.jpg,6.0
output/preprocessed_image\B\B2615.jpg,1.0
output/preprocessed_image\B\B1384.jpg,1.0
output/preprocessed_image\L\L761.jpg,11.0
output/preprocessed_image\D\D177.jpg,3.0
output/preprocessed_image\W\W1697.jpg,22.0
output/preprocessed_image\S\S1511.jpg,18.0
output/preprocessed_image\nothing\nothing1418.jpg,26.0
output/preprocessed_image\Q\Q1606.jpg,16.0
output/preprocessed_image\A\A265.jpg,0.0
output/preprocessed_image\H\H2696.jpg,7.0
output/preprocessed_image\A\A3196.jpg,0.0
output/preprocessed_image\U\U2208.jpg,20.0
output/preprocessed_image\Q\Q1179.jpg,16.0
output/preprocessed_image\H\H1811.jpg,7.0
output/preprocessed_image\V\V659.jpg,21.0
output/preprocessed_image\R\R916.jpg,17.0
output/preprocessed_image\S\S2807.jpg,18.0
output/preprocessed_image\T\T1501.jpg,19.0
output/preprocessed_image\A\A1969.jpg,0.0
output/preprocessed_image\H\H23.jpg,7.0
output/preprocessed_image\E\E1362.jpg,4.0
output/preprocessed_image\A\A1648.jpg,0.0
output/preprocessed_image\G\G1827.jpg,6.0
output/preprocessed_image\Q\Q2015.jpg,16.0
output/preprocessed_image\T\T3379.jpg,19.0
output/preprocessed_image\nothing\nothing3025.jpg,26.0
output/preprocessed_image\C\C1625.jpg,2.0
output/preprocessed_image\G\G2384.jpg,6.0
output/preprocessed_image\Y\Y125.jpg,24.0
output/preprocessed_image\E\E1013.jpg,4.0
output/preprocessed_image\I\I1426.jpg,8.0
output/preprocessed_image\S\S3274.jpg,18.0
output/preprocessed_image\A\A195.jpg,0.0
output/preprocessed_image\A\A758.jpg,0.0
output/preprocessed_image\Z\Z679.jpg,25.0
output/preprocessed_image\F\F1461.jpg,5.0
output/preprocessed_image\P\P2074.jpg,15.0
output/preprocessed_image\A\A649.jpg,0.0
output/preprocessed_image\L\L1347.jpg,11.0
output/preprocessed_image\X\X1571.jpg,23.0
output/preprocessed_image\U\U2282.jpg,20.0
output/preprocessed_image\A\A1424.jpg,0.0
output/preprocessed_image\R\R1571.jpg,17.0
output/preprocessed_image\C\C324.jpg,2.0
output/preprocessed_image\Y\Y454.jpg,24.0
output/preprocessed_image\A\A692.jpg,0.0
output/preprocessed_image\M\M1189.jpg,12.0
output/preprocessed_image\nothing\nothing1726.jpg,26.0
output/preprocessed_image\V\V801.jpg,21.0
output/preprocessed_image\S\S2715.jpg,18.0
output/preprocessed_image\Y\Y1387.jpg,24.0
output/preprocessed_image\O\O3202.jpg,14.0
output/preprocessed_image\I\I973.jpg,8.0
output/preprocessed_image\B\B2069.jpg,1.0
output/preprocessed_image\B\B1592.jpg,1.0
output/preprocessed_image\O\O766.jpg,14.0
output/preprocessed_image\Q\Q3336.jpg,16.0
output/preprocessed_image\B\B1712.jpg,1.0
output/preprocessed_image\T\T1905.jpg,19.0
output/preprocessed_image\C\C2729.jpg,2.0
output/preprocessed_image\L\L1341.jpg,11.0
output/preprocessed_image\O\O39.jpg,14.0
output/preprocessed_image\K\K717.jpg,10.0
output/preprocessed_image\W\W372.jpg,22.0
output/preprocessed_image\A\A336.jpg,0.0
output/preprocessed_image\R\R1305.jpg,17.0
output/preprocessed_image\B\B66.jpg,1.0
output/preprocessed_image\Q\Q691.jpg,16.0
output/preprocessed_image\E\E2080.jpg,4.0
output/preprocessed_image\E\E3190.jpg,4.0
output/preprocessed_image\L\L169.jpg,11.0
output/preprocessed_image\K\K1049.jpg,10.0
output/preprocessed_image\J\J2720.jpg,9.0
output/preprocessed_image\V\V3061.jpg,21.0
output/preprocessed_image\T\T2550.jpg,19.0
output/preprocessed_image\Z\Z2548.jpg,25.0
output/preprocessed_image\H\H1839.jpg,7.0
output/preprocessed_image\Z\Z1115.jpg,25.0
output/preprocessed_image\W\W1000.jpg,22.0
output/preprocessed_image\W\W1111.jpg,22.0
output/preprocessed_image\S\S3266.jpg,18.0
output/preprocessed_image\X\X45.jpg,23.0
output/preprocessed_image\D\D1064.jpg,3.0
output/preprocessed_image\G\G2692.jpg,6.0
output/preprocessed_image\M\M1533.jpg,12.0
output/preprocessed_image\D\D2979.jpg,3.0
output/preprocessed_image\U\U2175.jpg,20.0
output/preprocessed_image\X\X1876.jpg,23.0
output/preprocessed_image\Z\Z2255.jpg,25.0
output/preprocessed_image\nothing\nothing1439.jpg,26.0
output/preprocessed_image\C\C329.jpg,2.0
output/preprocessed_image\R\R837.jpg,17.0
output/preprocessed_image\O\O1100.jpg,14.0
output/preprocessed_image\G\G939.jpg,6.0
output/preprocessed_image\F\F1991.jpg,5.0
output/preprocessed_image\O\O1979.jpg,14.0
output/preprocessed_image\A\A279.jpg,0.0
output/preprocessed_image\F\F1965.jpg,5.0
output/preprocessed_image\O\O2290.jpg,14.0
output/preprocessed_image\E\E590.jpg,4.0
output/preprocessed_image\W\W2584.jpg,22.0
output/preprocessed_image\M\M495.jpg,12.0
output/preprocessed_image\J\J2365.jpg,9.0
output/preprocessed_image\Y\Y559.jpg,24.0
output/preprocessed_image\Q\Q1212.jpg,16.0
output/preprocessed_image\L\L3198.jpg,11.0
output/preprocessed_image\Q\Q1455.jpg,16.0
output/preprocessed_image\Z\Z1160.jpg,25.0
output/preprocessed_image\H\H2227.jpg,7.0
output/preprocessed_image\M\M1764.jpg,12.0
output/preprocessed_image\U\U1035.jpg,20.0
output/preprocessed_image\U\U1409.jpg,20.0
output/preprocessed_image\R\R1017.jpg,17.0
output/preprocessed_image\R\R1974.jpg,17.0
output/preprocessed_image\L\L733.jpg,11.0
output/preprocessed_image\U\U1746.jpg,20.0
output/preprocessed_image\K\K1919.jpg,10.0
output/preprocessed_image\D\D1848.jpg,3.0
output/preprocessed_image\K\K528.jpg,10.0
output/preprocessed_image\G\G1254.jpg,6.0
output/preprocessed_image\S\S333.jpg,18.0
output/preprocessed_image\Y\Y952.jpg,24.0
output/preprocessed_image\U\U316.jpg,20.0
output/preprocessed_image\T\T1478.jpg,19.0
output/preprocessed_image\O\O3321.jpg,14.0
output/preprocessed_image\X\X2096.jpg,23.0
output/preprocessed_image\Z\Z1610.jpg,25.0
output/preprocessed_image\Q\Q68.jpg,16.0
output/preprocessed_image\E\E261.jpg,4.0
output/preprocessed_image\L\L1949.jpg,11.0
output/preprocessed_image\R\R1657.jpg,17.0
output/preprocessed_image\Z\Z3134.jpg,25.0
output/preprocessed_image\G\G1769.jpg,6.0
output/preprocessed_image\R\R2942.jpg,17.0
output/preprocessed_image\D\D337.jpg,3.0
output/preprocessed_image\O\O2363.jpg,14.0
output/preprocessed_image\J\J820.jpg,9.0
output/preprocessed_image\I\I2359.jpg,8.0
output/preprocessed_image\E\E458.jpg,4.0
output/preprocessed_image\H\H3397.jpg,7.0
output/preprocessed_image\B\B2381.jpg,1.0
output/preprocessed_image\U\U539.jpg,20.0
output/preprocessed_image\Z\Z817.jpg,25.0
output/preprocessed_image\J\J905.jpg,9.0
output/preprocessed_image\I\I1607.jpg,8.0
output/preprocessed_image\P\P348.jpg,15.0
output/preprocessed_image\B\B1808.jpg,1.0
output/preprocessed_image\M\M2102.jpg,12.0
output/preprocessed_image\D\D1370.jpg,3.0
output/preprocessed_image\J\J1227.jpg,9.0
output/preprocessed_image\Z\Z2355.jpg,25.0
output/preprocessed_image\R\R808.jpg,17.0
output/preprocessed_image\W\W178.jpg,22.0
output/preprocessed_image\S\S2554.jpg,18.0
output/preprocessed_image\Q\Q2214.jpg,16.0
output/preprocessed_image\U\U1732.jpg,20.0
output/preprocessed_image\E\E2773.jpg,4.0
output/preprocessed_image\Z\Z2679.jpg,25.0
output/preprocessed_image\F\F1400.jpg,5.0
output/preprocessed_image\J\J1713.jpg,9.0
output/preprocessed_image\I\I2933.jpg,8.0
output/preprocessed_image\K\K1126.jpg,10.0
output/preprocessed_image\G\G312.jpg,6.0
output/preprocessed_image\H\H591.jpg,7.0
output/preprocessed_image\T\T100.jpg,19.0
output/preprocessed_image\A\A74.jpg,0.0
output/preprocessed_image\W\W699.jpg,22.0
output/preprocessed_image\nothing\nothing3148.jpg,26.0
output/preprocessed_image\X\X1442.jpg,23.0
output/preprocessed_image\M\M1689.jpg,12.0
output/preprocessed_image\V\V2425.jpg,21.0
output/preprocessed_image\N\N550.jpg,13.0
output/preprocessed_image\C\C1986.jpg,2.0
output/preprocessed_image\S\S1691.jpg,18.0
output/preprocessed_image\O\O1736.jpg,14.0
output/preprocessed_image\G\G821.jpg,6.0
output/preprocessed_image\U\U2380.jpg,20.0
output/preprocessed_image\P\P266.jpg,15.0
output/preprocessed_image\P\P3249.jpg,15.0
output/preprocessed_image\S\S865.jpg,18.0
output/preprocessed_image\N\N2648.jpg,13.0
output/preprocessed_image\Q\Q2744.jpg,16.0
output/preprocessed_image\C\C932.jpg,2.0
output/preprocessed_image\Y\Y2239.jpg,24.0
output/preprocessed_image\V\V2243.jpg,21.0
output/preprocessed_image\C\C2537.jpg,2.0
output/preprocessed_image\T\T702.jpg,19.0
output/preprocessed_image\F\F2111.jpg,5.0
output/preprocessed_image\N\N2414.jpg,13.0
output/preprocessed_image\G\G2362.jpg,6.0
output/preprocessed_image\G\G2479.jpg,6.0
output/preprocessed_image\A\A743.jpg,0.0
output/preprocessed_image\I\I337.jpg,8.0
output/preprocessed_image\Z\Z1890.jpg,25.0
output/preprocessed_image\I\I1370.jpg,8.0
output/preprocessed_image\nothing\nothing247.jpg,26.0
output/preprocessed_image\L\L976.jpg,11.0
output/preprocessed_image\W\W3113.jpg,22.0
output/preprocessed_image\N\N213.jpg,13.0
output/preprocessed_image\J\J1987.jpg,9.0
output/preprocessed_image\E\E3374.jpg,4.0
output/preprocessed_image\P\P1824.jpg,15.0
output/preprocessed_image\J\J2886.jpg,9.0
output/preprocessed_image\O\O2620.jpg,14.0
output/preprocessed_image\S\S3245.jpg,18.0
output/preprocessed_image\W\W2361.jpg,22.0
output/preprocessed_image\J\J1536.jpg,9.0
output/preprocessed_image\Z\Z363.jpg,25.0
output/preprocessed_image\U\U1217.jpg,20.0
output/preprocessed_image\R\R2582.jpg,17.0
output/preprocessed_image\L\L95.jpg,11.0
output/preprocessed_image\J\J2348.jpg,9.0
output/preprocessed_image\K\K2763.jpg,10.0
output/preprocessed_image\W\W2346.jpg,22.0
output/preprocessed_image\V\V874.jpg,21.0
output/preprocessed_image\nothing\nothing2995.jpg,26.0
output/preprocessed_image\nothing\nothing664.jpg,26.0
output/preprocessed_image\I\I1221.jpg,8.0
output/preprocessed_image\R\R2270.jpg,17.0
output/preprocessed_image\B\B2714.jpg,1.0
output/preprocessed_image\Z\Z2656.jpg,25.0
output/preprocessed_image\Q\Q1510.jpg,16.0
output/preprocessed_image\V\V1813.jpg,21.0
output/preprocessed_image\W\W621.jpg,22.0
output/preprocessed_image\M\M3302.jpg,12.0
output/preprocessed_image\G\G2150.jpg,6.0
output/preprocessed_image\T\T1109.jpg,19.0
output/preprocessed_image\O\O2675.jpg,14.0
output/preprocessed_image\D\D1956.jpg,3.0
output/preprocessed_image\K\K2357.jpg,10.0
output/preprocessed_image\M\M778.jpg,12.0
output/preprocessed_image\Y\Y697.jpg,24.0
output/preprocessed_image\Z\Z2097.jpg,25.0
output/preprocessed_image\N\N2264.jpg,13.0
output/preprocessed_image\I\I3316.jpg,8.0
output/preprocessed_image\P\P1313.jpg,15.0
output/preprocessed_image\S\S523.jpg,18.0
output/preprocessed_image\C\C813.jpg,2.0
output/preprocessed_image\W\W2916.jpg,22.0
output/preprocessed_image\I\I947.jpg,8.0
output/preprocessed_image\P\P1933.jpg,15.0
output/preprocessed_image\U\U1684.jpg,20.0
output/preprocessed_image\N\N44.jpg,13.0
output/preprocessed_image\O\O1820.jpg,14.0
output/preprocessed_image\I\I1098.jpg,8.0
output/preprocessed_image\V\V592.jpg,21.0
output/preprocessed_image\L\L1543.jpg,11.0
output/preprocessed_image\U\U2054.jpg,20.0
output/preprocessed_image\Y\Y238.jpg,24.0
output/preprocessed_image\K\K721.jpg,10.0
output/preprocessed_image\U\U284.jpg,20.0
output/preprocessed_image\O\O2331.jpg,14.0
output/preprocessed_image\Z\Z2569.jpg,25.0
output/preprocessed_image\F\F1840.jpg,5.0
output/preprocessed_image\L\L2929.jpg,11.0
output/preprocessed_image\U\U1230.jpg,20.0
output/preprocessed_image\N\N2706.jpg,13.0
output/preprocessed_image\G\G3098.jpg,6.0
output/preprocessed_image\J\J955.jpg,9.0
output/preprocessed_image\S\S3023.jpg,18.0
output/preprocessed_image\R\R2515.jpg,17.0
output/preprocessed_image\Q\Q2771.jpg,16.0
output/preprocessed_image\K\K42.jpg,10.0
output/preprocessed_image\F\F2013.jpg,5.0
output/preprocessed_image\H\H2966.jpg,7.0
output/preprocessed_image\B\B1794.jpg,1.0
output/preprocessed_image\R\R210.jpg,17.0
output/preprocessed_image\T\T2396.jpg,19.0
output/preprocessed_image\W\W2654.jpg,22.0
output/preprocessed_image\Q\Q1121.jpg,16.0
output/preprocessed_image\X\X817.jpg,23.0
output/preprocessed_image\nothing\nothing589.jpg,26.0
output/preprocessed_image\S\S1774.jpg,18.0
output/preprocessed_image\A\A2079.jpg,0.0
output/preprocessed_image\A\A2264.jpg,0.0
output/preprocessed_image\P\P2795.jpg,15.0
output/preprocessed_image\N\N1959.jpg,13.0
output/preprocessed_image\L\L1355.jpg,11.0
output/preprocessed_image\R\R2948.jpg,17.0
output/preprocessed_image\G\G1776.jpg,6.0
output/preprocessed_image\X\X1871.jpg,23.0
output/preprocessed_image\C\C2470.jpg,2.0
output/preprocessed_image\P\P192.jpg,15.0
output/preprocessed_image\Q\Q2126.jpg,16.0
output/preprocessed_image\L\L1924.jpg,11.0
output/preprocessed_image\G\G2133.jpg,6.0
output/preprocessed_image\P\P1616.jpg,15.0
output/preprocessed_image\J\J2565.jpg,9.0
output/preprocessed_image\P\P339.jpg,15.0
output/preprocessed_image\K\K2835.jpg,10.0
output/preprocessed_image\X\X1732.jpg,23.0
output/preprocessed_image\nothing\nothing417.jpg,26.0
output/preprocessed_image\Z\Z1703.jpg,25.0
output/preprocessed_image\Y\Y1131.jpg,24.0
output/preprocessed_image\M\M1114.jpg,12.0
output/preprocessed_image\J\J1561.jpg,9.0
output/preprocessed_image\H\H592.jpg,7.0
output/preprocessed_image\E\E41.jpg,4.0
output/preprocessed_image\N\N156.jpg,13.0
output/preprocessed_image\W\W1166.jpg,22.0
output/preprocessed_image\E\E1711.jpg,4.0
output/preprocessed_image\P\P530.jpg,15.0
output/preprocessed_image\V\V2869.jpg,21.0
output/preprocessed_image\M\M2229.jpg,12.0
output/preprocessed_image\K\K1795.jpg,10.0
output/preprocessed_image\Z\Z121.jpg,25.0
output/preprocessed_image\C\C1272.jpg,2.0
output/preprocessed_image\V\V3283.jpg,21.0
output/preprocessed_image\V\V3234.jpg,21.0
output/preprocessed_image\O\O2831.jpg,14.0
output/preprocessed_image\B\B1210.jpg,1.0
output/preprocessed_image\O\O951.jpg,14.0
output/preprocessed_image\I\I2689.jpg,8.0
output/preprocessed_image\O\O3003.jpg,14.0
output/preprocessed_image\B\B452.jpg,1.0
output/preprocessed_image\S\S1496.jpg,18.0
output/preprocessed_image\H\H1716.jpg,7.0
output/preprocessed_image\I\I796.jpg,8.0
output/preprocessed_image\V\V2.jpg,21.0
output/preprocessed_image\Y\Y979.jpg,24.0
output/preprocessed_image\O\O1411.jpg,14.0
output/preprocessed_image\H\H1218.jpg,7.0
output/preprocessed_image\B\B2179.jpg,1.0
output/preprocessed_image\O\O344.jpg,14.0
output/preprocessed_image\U\U2207.jpg,20.0
output/preprocessed_image\N\N1864.jpg,13.0
output/preprocessed_image\L\L3262.jpg,11.0
output/preprocessed_image\W\W351.jpg,22.0
output/preprocessed_image\K\K793.jpg,10.0
output/preprocessed_image\G\G1024.jpg,6.0
output/preprocessed_image\A\A3155.jpg,0.0
output/preprocessed_image\J\J1972.jpg,9.0
output/preprocessed_image\N\N1618.jpg,13.0
output/preprocessed_image\K\K2941.jpg,10.0
output/preprocessed_image\K\K3027.jpg,10.0
output/preprocessed_image\W\W1146.jpg,22.0
output/preprocessed_image\nothing\nothing695.jpg,26.0
output/preprocessed_image\P\P263.jpg,15.0
output/preprocessed_image\I\I901.jpg,8.0
output/preprocessed_image\P\P2090.jpg,15.0
output/preprocessed_image\R\R1500.jpg,17.0
output/preprocessed_image\U\U1103.jpg,20.0
output/preprocessed_image\Q\Q137.jpg,16.0
output/preprocessed_image\B\B883.jpg,1.0
output/preprocessed_image\T\T2019.jpg,19.0
output/preprocessed_image\H\H1466.jpg,7.0
output/preprocessed_image\U\U1818.jpg,20.0
output/preprocessed_image\P\P3380.jpg,15.0
output/preprocessed_image\Y\Y898.jpg,24.0
output/preprocessed_image\nothing\nothing1342.jpg,26.0
output/preprocessed_image\G\G945.jpg,6.0
output/preprocessed_image\nothing\nothing753.jpg,26.0
output/preprocessed_image\L\L2914.jpg,11.0
output/preprocessed_image\V\V1377.jpg,21.0
output/preprocessed_image\I\I2945.jpg,8.0
output/preprocessed_image\P\P3283.jpg,15.0
output/preprocessed_image\W\W1893.jpg,22.0
output/preprocessed_image\S\S2993.jpg,18.0
output/preprocessed_image\U\U2511.jpg,20.0
output/preprocessed_image\K\K605.jpg,10.0
output/preprocessed_image\U\U658.jpg,20.0
output/preprocessed_image\C\C1490.jpg,2.0
output/preprocessed_image\N\N2892.jpg,13.0
output/preprocessed_image\Z\Z3011.jpg,25.0
output/preprocessed_image\S\S975.jpg,18.0
output/preprocessed_image\P\P3234.jpg,15.0
output/preprocessed_image\Q\Q811.jpg,16.0
output/preprocessed_image\nothing\nothing1605.jpg,26.0
output/preprocessed_image\I\I1368.jpg,8.0
output/preprocessed_image\K\K2559.jpg,10.0
output/preprocessed_image\X\X260.jpg,23.0
output/preprocessed_image\A\A3383.jpg,0.0
output/preprocessed_image\W\W2776.jpg,22.0
output/preprocessed_image\A\A1907.jpg,0.0
output/preprocessed_image\H\H2668.jpg,7.0
output/preprocessed_image\Q\Q3298.jpg,16.0
output/preprocessed_image\T\T1990.jpg,19.0
output/preprocessed_image\H\H617.jpg,7.0
output/preprocessed_image\U\U2494.jpg,20.0
output/preprocessed_image\P\P3286.jpg,15.0
output/preprocessed_image\V\V2990.jpg,21.0
output/preprocessed_image\Y\Y2662.jpg,24.0
output/preprocessed_image\D\D1605.jpg,3.0
output/preprocessed_image\I\I2028.jpg,8.0
output/preprocessed_image\C\C3290.jpg,2.0
output/preprocessed_image\nothing\nothing1941.jpg,26.0
output/preprocessed_image\B\B1786.jpg,1.0
output/preprocessed_image\X\X1235.jpg,23.0
output/preprocessed_image\D\D2332.jpg,3.0
output/preprocessed_image\Q\Q521.jpg,16.0
output/preprocessed_image\Q\Q1627.jpg,16.0
output/preprocessed_image\P\P3139.jpg,15.0
output/preprocessed_image\T\T2958.jpg,19.0
output/preprocessed_image\T\T1545.jpg,19.0
output/preprocessed_image\R\R1484.jpg,17.0
output/preprocessed_image\S\S1275.jpg,18.0
output/preprocessed_image\Y\Y1979.jpg,24.0
output/preprocessed_image\N\N3033.jpg,13.0
output/preprocessed_image\B\B2539.jpg,1.0
output/preprocessed_image\O\O2080.jpg,14.0
output/preprocessed_image\B\B800.jpg,1.0
output/preprocessed_image\A\A1810.jpg,0.0
output/preprocessed_image\X\X663.jpg,23.0
output/preprocessed_image\C\C2877.jpg,2.0
output/preprocessed_image\V\V1921.jpg,21.0
output/preprocessed_image\R\R164.jpg,17.0
output/preprocessed_image\B\B2352.jpg,1.0
output/preprocessed_image\N\N2980.jpg,13.0
output/preprocessed_image\Q\Q451.jpg,16.0
output/preprocessed_image\A\A1681.jpg,0.0
output/preprocessed_image\V\V1283.jpg,21.0
output/preprocessed_image\W\W2530.jpg,22.0
output/preprocessed_image\Q\Q2536.jpg,16.0
output/preprocessed_image\U\U2167.jpg,20.0
output/preprocessed_image\C\C1041.jpg,2.0
output/preprocessed_image\I\I663.jpg,8.0
output/preprocessed_image\X\X880.jpg,23.0
output/preprocessed_image\L\L2401.jpg,11.0
output/preprocessed_image\L\L948.jpg,11.0
output/preprocessed_image\I\I2818.jpg,8.0
output/preprocessed_image\L\L2342.jpg,11.0
output/preprocessed_image\T\T1146.jpg,19.0
output/preprocessed_image\J\J3286.jpg,9.0
output/preprocessed_image\E\E2057.jpg,4.0
output/preprocessed_image\B\B944.jpg,1.0
output/preprocessed_image\W\W1936.jpg,22.0
output/preprocessed_image\T\T3381.jpg,19.0
output/preprocessed_image\O\O263.jpg,14.0
output/preprocessed_image\N\N2523.jpg,13.0
output/preprocessed_image\nothing\nothing1540.jpg,26.0
output/preprocessed_image\C\C493.jpg,2.0
output/preprocessed_image\S\S205.jpg,18.0
output/preprocessed_image\Q\Q558.jpg,16.0
output/preprocessed_image\R\R1898.jpg,17.0
output/preprocessed_image\Q\Q1067.jpg,16.0
output/preprocessed_image\M\M1981.jpg,12.0
output/preprocessed_image\W\W3160.jpg,22.0
output/preprocessed_image\D\D2854.jpg,3.0
output/preprocessed_image\Z\Z3003.jpg,25.0
output/preprocessed_image\P\P3079.jpg,15.0
output/preprocessed_image\N\N2912.jpg,13.0
output/preprocessed_image\M\M617.jpg,12.0
output/preprocessed_image\U\U322.jpg,20.0
output/preprocessed_image\V\V600.jpg,21.0
output/preprocessed_image\Z\Z1207.jpg,25.0
output/preprocessed_image\C\C2813.jpg,2.0
output/preprocessed_image\D\D2911.jpg,3.0
output/preprocessed_image\E\E1678.jpg,4.0
output/preprocessed_image\C\C3086.jpg,2.0
output/preprocessed_image\B\B2896.jpg,1.0
output/preprocessed_image\W\W1054.jpg,22.0
output/preprocessed_image\C\C1085.jpg,2.0
output/preprocessed_image\N\N205.jpg,13.0
output/preprocessed_image\nothing\nothing455.jpg,26.0
output/preprocessed_image\F\F167.jpg,5.0
output/preprocessed_image\L\L2162.jpg,11.0
output/preprocessed_image\P\P1728.jpg,15.0
output/preprocessed_image\W\W1229.jpg,22.0
output/preprocessed_image\F\F2038.jpg,5.0
output/preprocessed_image\F\F2153.jpg,5.0
output/preprocessed_image\Q\Q559.jpg,16.0
output/preprocessed_image\K\K1904.jpg,10.0
output/preprocessed_image\D\D345.jpg,3.0
output/preprocessed_image\B\B2147.jpg,1.0
output/preprocessed_image\L\L982.jpg,11.0
output/preprocessed_image\P\P845.jpg,15.0
output/preprocessed_image\E\E3338.jpg,4.0
output/preprocessed_image\R\R2970.jpg,17.0
output/preprocessed_image\P\P465.jpg,15.0
output/preprocessed_image\C\C1732.jpg,2.0
output/preprocessed_image\G\G104.jpg,6.0
output/preprocessed_image\B\B744.jpg,1.0
output/preprocessed_image\O\O124.jpg,14.0
output/preprocessed_image\G\G1425.jpg,6.0
output/preprocessed_image\Q\Q318.jpg,16.0
output/preprocessed_image\K\K1580.jpg,10.0
output/preprocessed_image\J\J1242.jpg,9.0
output/preprocessed_image\V\V1830.jpg,21.0
output/preprocessed_image\U\U1930.jpg,20.0
output/preprocessed_image\A\A665.jpg,0.0
output/preprocessed_image\J\J961.jpg,9.0
output/preprocessed_image\Z\Z936.jpg,25.0
output/preprocessed_image\G\G3295.jpg,6.0
output/preprocessed_image\J\J1654.jpg,9.0
output/preprocessed_image\C\C1086.jpg,2.0
output/preprocessed_image\Z\Z1754.jpg,25.0
output/preprocessed_image\I\I2951.jpg,8.0
output/preprocessed_image\Q\Q3018.jpg,16.0
output/preprocessed_image\Z\Z2217.jpg,25.0
output/preprocessed_image\X\X1124.jpg,23.0
output/preprocessed_image\D\D2496.jpg,3.0
output/preprocessed_image\H\H1376.jpg,7.0
output/preprocessed_image\H\H405.jpg,7.0
output/preprocessed_image\A\A1869.jpg,0.0
output/preprocessed_image\K\K439.jpg,10.0
output/preprocessed_image\Q\Q2983.jpg,16.0
output/preprocessed_image\M\M1414.jpg,12.0
output/preprocessed_image\A\A2287.jpg,0.0
output/preprocessed_image\M\M249.jpg,12.0
output/preprocessed_image\T\T79.jpg,19.0
output/preprocessed_image\P\P2651.jpg,15.0
output/preprocessed_image\A\A2881.jpg,0.0
output/preprocessed_image\V\V3176.jpg,21.0
output/preprocessed_image\B\B604.jpg,1.0
output/preprocessed_image\V\V2238.jpg,21.0
output/preprocessed_image\Z\Z2926.jpg,25.0
output/preprocessed_image\F\F727.jpg,5.0
output/preprocessed_image\R\R2774.jpg,17.0
output/preprocessed_image\E\E2662.jpg,4.0
output/preprocessed_image\F\F1465.jpg,5.0
output/preprocessed_image\N\N467.jpg,13.0
output/preprocessed_image\X\X2757.jpg,23.0
output/preprocessed_image\J\J456.jpg,9.0
output/preprocessed_image\T\T689.jpg,19.0
output/preprocessed_image\A\A1135.jpg,0.0
output/preprocessed_image\H\H322.jpg,7.0
output/preprocessed_image\O\O1314.jpg,14.0
output/preprocessed_image\Y\Y2404.jpg,24.0
output/preprocessed_image\D\D2051.jpg,3.0
output/preprocessed_image\Z\Z68.jpg,25.0
output/preprocessed_image\C\C38.jpg,2.0
output/preprocessed_image\F\F2869.jpg,5.0
output/preprocessed_image\A\A770.jpg,0.0
output/preprocessed_image\H\H1146.jpg,7.0
output/preprocessed_image\S\S1820.jpg,18.0
